开奖期号,开奖日期,红1,红2,红3 ,红4 ,红5 ,红6,蓝,红,号,出,球,顺,序
2015131,2015-11-08,10,12,13,19,22,26,03,10,22,13,26,19,12
2015132,2015-11-10,03,05,11,28,30,33,01,03,28,11,05,30,33
2015133,2015-11-12,02,03,13,20,22,24,15,24,03,02,20,22,13
2015134,2015-11-15,02,05,14,19,27,31,04,14,19,27,05,31,02
2015135,2015-11-17,01,12,14,18,26,32,07,14,18,01,26,32,12
2015136,2015-11-19,02,05,12,23,28,29,01,05,28,12,02,29,23
2015137,2015-11-22,14,22,23,27,28,31,12,27,31,28,14,22,23
2015138,2015-11-24,01,02,08,16,19,24,11,08,01,24,16,19,02
2015139,2015-11-26,01,10,13,18,25,27,09,13,18,25,01,10,27
2015140,2015-11-29,06,20,28,29,30,31,12,28,30,29,20,06,31
2015141,2015-12-01,03,08,19,25,27,28,02,28,25,03,08,19,27
2015142,2015-12-03,13,17,19,20,22,25,11,22,13,17,20,19,25
2015143,2015-12-06,13,15,19,20,21,32,04,20,15,19,13,21,32
2015144,2015-12-08,01,04,07,15,28,32,16,07,32,15,04,28,01
2015145,2015-12-10,07,08,15,19,20,24,13,08,07,19,24,15,20
2015146,2015-12-13,16,17,21,28,30,32,15,17,28,16,30,32,21
2015147,2015-12-15,08,09,16,23,24,30,05,23,30,08,09,16,24
2015148,2015-12-17,09,13,14,22,26,27,07,14,09,27,26,13,22
2015149,2015-12-20,09,10,20,21,22,33,09,09,21,33,10,22,20
2015150,2015-12-22,01,03,08,11,29,31,13,08,01,03,31,11,29
2015151,2015-12-24,05,06,08,23,31,32,11,32,05,06,31,23,08
2015152,2015-12-27,11,18,19,21,29,32,12,18,32,11,19,21,29
2015153,2015-12-29,08,11,15,22,27,29,03,11,15,27,08,29,22
2015154,2015-12-31,07,09,11,15,18,25,07,25,11,18,07,15,09
2016001,2016-01-03,06,13,16,18,20,22,13,18,22,20,16,13,06
2016002,2016-01-05,09,14,17,20,24,30,16,09,14,30,17,24,20
2016003,2016-01-07,01,10,14,23,26,28,01,10,14,26,28,23,01
2016004,2016-01-10,08,10,17,22,25,33,12,08,22,10,17,25,33
2016005,2016-01-12,11,14,18,20,31,33,14,20,31,11,14,18,33
2016006,2016-01-14,13,16,18,20,28,31,12,31,16,28,18,20,13
2016007,2016-01-17,05,12,14,20,27,29,06,12,20,14,27,29,05
2016008,2016-01-19,02,15,24,29,32,33,02,29,33,15,02,32,24
2016009,2016-01-21,10,14,24,25,27,32,04,27,14,24,25,32,10
2016010,2016-01-24,02,04,12,14,19,25,06,12,14,02,04,25,19
2016011,2016-01-26,03,08,10,15,22,29,12,22,29,10,03,08,15
2016012,2016-01-28,07,12,14,16,27,32,15,32,12,16,07,14,27
2016013,2016-01-31,07,12,21,22,26,31,01,21,22,31,07,26,12
2016014,2016-02-02,02,08,10,18,20,27,07,02,10,27,20,08,18
2016015,2016-02-04,01,02,14,22,25,26,07,26,22,25,14,01,02
2016016,2016-02-14,01,20,22,24,25,26,16,22,20,01,25,26,24
2016017,2016-02-16,05,06,08,20,22,30,05,20,08,30,05,22,06
2016018,2016-02-18,12,13,14,17,21,25,04,14,17,13,21,25,12
2016019,2016-02-21,06,13,16,17,23,30,10,06,17,13,16,30,23
2016020,2016-02-23,01,02,10,12,22,24,10,01,12,22,10,02,24
2016021,2016-02-25,09,11,13,22,24,26,05,13,11,22,26,24,09
2016022,2016-02-28,04,09,19,22,23,30,07,23,22,30,19,04,09
2016023,2016-03-01,03,06,10,19,25,29,07,03,29,25,06,10,19
2016024,2016-03-03,02,05,07,14,18,31,13,02,05,07,31,14,18
2016025,2016-03-06,04,11,12,17,24,30,12,11,04,30,12,24,17
2016026,2016-03-08,04,09,12,28,30,33,01,30,09,12,04,28,33
2016027,2016-03-10,11,13,15,17,19,31,05,11,15,13,17,19,31
2016028,2016-03-13,06,08,12,21,25,29,01,25,29,21,12,06,08
2016029,2016-03-15,12,15,18,20,21,27,15,18,20,21,27,12,15
2016030,2016-03-17,10,14,19,22,25,29,12,22,14,19,25,10,29
2016031,2016-03-20,03,08,10,19,26,33,03,03,10,19,08,33,26
2016032,2016-03-22,08,12,14,15,21,27,15,14,15,08,27,21,12
2016033,2016-03-24,06,17,18,20,27,29,15,06,17,20,18,29,27
2016034,2016-03-27,03,15,21,22,23,28,15,15,28,21,22,03,23
2016035,2016-03-29,04,13,19,20,26,29,11,19,29,13,04,26,20
2016036,2016-03-31,03,04,07,09,20,22,03,20,22,04,07,03,09
2016037,2016-04-03,06,15,26,31,32,33,16,31,33,32,06,15,26
2016038,2016-04-05,03,12,13,22,28,29,03,12,22,13,29,03,28
2016039,2016-04-07,01,03,07,18,19,27,16,07,01,19,18,27,03
2016040,2016-04-10,03,13,19,20,23,26,03,23,19,20,03,13,26
2016041,2016-04-12,12,17,18,21,22,24,04,18,21,12,22,24,17
2016042,2016-04-14,07,14,17,23,26,31,09,17,31,07,23,26,14
2016043,2016-04-17,05,14,20,26,30,33,12,30,26,20,33,05,14
2016044,2016-04-19,01,03,10,12,18,30,01,10,30,03,12,18,01
2016045,2016-04-21,04,09,12,17,30,32,03,04,32,17,09,30,12
2016046,2016-04-24,07,20,25,26,27,30,14,30,25,20,26,07,27
2016047,2016-04-26,02,05,08,15,17,22,16,05,08,22,02,17,15
2016048,2016-04-28,03,08,13,14,15,30,04,15,08,13,14,03,30
2016049,2016-05-01,06,08,13,14,22,27,10,08,13,06,14,22,27
2016050,2016-05-03,09,12,24,28,29,30,02,28,29,09,24,12,30
2016051,2016-05-05,01,02,04,09,15,33,12,33,09,15,01,04,02
2016052,2016-05-08,01,06,13,19,24,28,16,13,28,19,01,24,06
2016053,2016-05-10,02,08,10,12,29,31,01,08,31,29,10,12,02
2016054,2016-05-12,06,11,16,19,28,32,04,16,11,28,19,32,06
2016055,2016-05-15,05,06,10,16,22,26,11,16,10,22,26,05,06
2016056,2016-05-17,03,04,08,11,16,18,14,18,11,03,16,04,08
2016057,2016-05-19,07,12,19,22,23,26,11,26,19,23,22,12,07
2016058,2016-05-22,03,05,18,20,24,32,11,18,03,05,20,24,32
2016059,2016-05-24,04,11,12,20,25,28,15,28,04,25,20,11,12
2016060,2016-05-26,04,05,22,26,29,32,08,05,22,29,04,26,32
2016061,2016-05-29,05,06,08,18,20,32,08,05,20,06,32,18,08
2016062,2016-05-31,12,13,15,18,19,21,09,19,21,12,18,13,15
2016063,2016-06-02,16,17,18,23,28,32,07,28,18,17,23,32,16
2016064,2016-06-05,03,12,14,17,19,26,03,26,12,19,17,03,14
2016065,2016-06-07,13,16,22,25,26,27,14,13,26,16,27,22,25
2016066,2016-06-09,03,07,13,18,19,20,05,13,07,20,03,18,19
2016067,2016-06-12,09,13,18,20,27,31,04,09,18,31,13,27,20
2016068,2016-06-14,08,19,23,28,31,32,01,28,19,08,23,31,32
2016069,2016-06-16,08,10,11,20,21,27,11,11,21,27,20,10,08
2016070,2016-06-19,03,06,11,18,23,29,01,06,03,11,29,23,18
2016071,2016-06-21,19,21,26,28,29,32,01,29,28,21,26,19,32
2016072,2016-06-23,05,16,19,22,24,25,02,25,19,05,16,24,22
2016073,2016-06-26,09,11,12,15,16,20,13,12,11,16,09,15,20
2016074,2016-06-28,06,10,11,12,20,25,12,11,10,12,06,20,25
2016075,2016-06-30,01,03,06,16,29,32,07,29,06,16,01,03,32
2016076,2016-07-03,07,08,13,22,30,32,01,08,22,30,32,13,07
2016077,2016-07-05,01,09,17,19,20,29,10,29,19,17,09,20,01
2016078,2016-07-07,02,04,08,23,26,29,02,04,02,29,23,26,08
2016079,2016-07-10,01,03,10,12,24,28,02,10,12,24,28,01,03
2016080,2016-07-12,01,16,17,24,25,32,14,17,24,25,16,32,01
2016081,2016-07-14,02,06,15,25,30,32,07,15,02,30,25,32,06
2016082,2016-07-17,06,12,14,15,17,20,09,20,15,12,17,06,14
2016083,2016-07-19,09,16,17,24,30,31,04,30,09,17,31,16,24
2016084,2016-07-21,02,04,12,18,24,26,05,24,02,18,12,04,26
2016085,2016-07-24,01,12,19,20,21,25,16,25,12,19,20,21,01
2016086,2016-07-26,09,10,11,12,15,32,05,12,10,32,11,15,09
2016087,2016-07-28,02,03,10,11,14,21,12,14,11,10,03,02,21
2016088,2016-07-31,03,14,16,18,25,33,15,14,33,25,03,16,18
2016089,2016-08-02,01,03,14,30,31,32,08,31,01,14,30,32,03
2016090,2016-08-04,02,13,17,20,21,26,07,26,02,21,20,13,17
2016091,2016-08-07,04,08,14,22,23,28,07,22,14,04,23,28,08
2016092,2016-08-09,02,13,15,23,24,29,06,02,23,13,24,29,15
2016093,2016-08-11,06,09,15,17,25,27,09,06,25,17,09,27,15
2016094,2016-08-14,06,07,10,12,18,31,10,07,06,31,18,10,12
2016095,2016-08-16,01,05,09,12,18,32,12,12,01,09,18,05,32
2016096,2016-08-18,06,13,14,21,22,24,16,06,14,21,22,24,13
2016097,2016-08-21,06,13,25,26,28,31,01,28,13,25,26,31,06
2016098,2016-08-23,02,08,25,29,31,32,06,02,32,08,29,25,31
2016099,2016-08-25,01,11,21,23,27,33,06,01,11,33,21,27,23
2016100,2016-08-28,03,10,22,23,27,29,04,23,03,10,22,29,27
2016101,2016-08-30,01,03,19,24,32,33,01,33,24,19,03,32,01
2016102,2016-09-01,05,08,10,14,17,30,13,10,30,05,14,08,17
2016103,2016-09-04,01,05,13,19,24,27,11,27,13,24,19,01,05
2016104,2016-09-06,05,09,11,18,30,31,04,09,18,30,11,31,05
2016105,2016-09-08,08,10,19,27,28,31,16,08,27,28,31,19,10
2016106,2016-09-11,04,05,13,22,25,30,04,13,04,30,22,05,25
2016107,2016-09-13,06,11,18,26,27,32,01,11,26,32,18,27,06
2016108,2016-09-15,02,03,07,08,19,26,16,03,07,26,19,02,08
2016109,2016-09-18,09,11,15,16,27,33,05,11,16,15,33,09,27
2016110,2016-09-20,05,07,28,31,32,33,08,32,28,05,31,07,33
2016111,2016-09-22,02,04,07,14,15,32,04,15,14,04,32,07,02
2016112,2016-09-25,06,12,14,15,18,25,12,15,12,25,06,18,14
2016113,2016-09-27,01,11,16,17,20,26,14,11,26,01,16,17,20
2016114,2016-09-29,05,16,20,22,27,29,09,16,22,29,05,20,27
2016115,2016-10-02,06,08,20,22,26,27,09,22,27,20,26,08,06
2016116,2016-10-04,07,18,20,23,27,31,13,20,07,27,23,18,31
2016117,2016-10-06,03,10,14,17,28,33,02,17,14,10,28,33,03
2016118,2016-10-09,09,14,22,23,31,33,14,14,33,31,23,09,22
2016119,2016-10-11,09,19,21,30,31,32,04,09,32,30,21,19,31
2016120,2016-10-13,02,05,06,21,25,28,09,06,21,28,25,02,05
2016121,2016-10-16,02,03,10,23,25,28,09,28,23,02,10,25,03
2016122,2016-10-18,15,22,23,24,28,29,08,15,28,23,29,22,24
2016123,2016-10-20,07,09,12,14,20,27,16,09,20,12,27,14,07
2016124,2016-10-23,09,15,21,24,27,32,10,32,21,09,15,27,24
2016125,2016-10-25,01,06,08,20,27,30,03,01,08,06,30,20,27
2016126,2016-10-27,02,06,12,17,18,19,10,12,18,06,02,19,17
2016127,2016-10-30,07,12,17,26,29,31,16,17,12,07,29,31,26
2016128,2016-11-01,04,09,11,17,26,27,13,11,09,27,26,04,17
2016129,2016-11-03,05,06,08,21,31,33,14,33,06,08,31,05,21
2016130,2016-11-06,03,17,21,23,27,28,01,23,17,27,21,03,28
2016131,2016-11-08,04,10,18,19,25,27,02,19,18,25,27,10,04
2016132,2016-11-10,05,08,13,19,27,28,07,28,05,08,19,27,13
2016133,2016-11-13,15,16,21,22,27,33,15,15,22,21,27,33,16
2016134,2016-11-15,11,12,13,14,18,33,13,33,18,13,11,12,14
2016135,2016-11-17,02,08,10,18,20,33,12,33,20,02,08,18,10
2016136,2016-11-20,02,07,10,20,27,29,03,10,27,02,29,20,07
2016137,2016-11-22,01,06,09,10,15,32,14,32,15,10,06,01,09
2016138,2016-11-24,07,16,20,24,25,30,07,07,20,24,30,25,16
2016139,2016-11-27,01,06,19,26,28,30,03,28,19,26,30,06,01
2016140,2016-11-29,01,02,05,17,26,32,10,32,26,02,17,01,05
2016141,2016-12-01,04,13,15,17,21,24,15,24,21,04,17,13,15
2016142,2016-12-04,01,10,17,21,23,30,12,21,30,10,23,01,17
2016143,2016-12-06,06,09,23,24,25,33,13,09,06,24,23,25,33
2016144,2016-12-08,04,10,12,27,32,33,05,27,10,04,12,33,32
2016145,2016-12-11,01,03,07,12,19,20,06,01,03,07,12,19,20
2016146,2016-12-13,03,07,15,16,17,23,10,03,15,17,07,16,23
2016147,2016-12-15,04,14,18,28,31,32,12,14,28,31,32,18,04
2016148,2016-12-18,01,02,11,20,26,30,14,20,01,26,11,30,02
2016149,2016-12-20,03,20,23,26,32,33,07,32,26,23,20,03,33
2016150,2016-12-22,02,04,05,09,13,21,05,21,04,09,02,05,13
2016151,2016-12-25,06,11,16,20,22,33,07,11,06,20,22,16,33
2016152,2016-12-27,02,08,09,16,20,22,07,08,09,20,22,16,02
2016153,2016-12-29,07,09,16,24,25,29,06,09,16,25,07,29,24
2017001,2017-01-01,09,11,14,20,25,26,15,26,09,20,25,14,11
2017002,2017-01-03,15,19,23,24,25,32,03,24,32,23,19,25,15
2017003,2017-01-05,01,04,08,15,27,32,16,01,27,15,32,08,04
2017004,2017-01-08,05,13,17,26,27,30,07,30,27,05,17,13,26
2017005,2017-01-10,06,11,12,22,23,30,05,11,12,23,06,30,22
2017006,2017-01-12,02,04,08,26,29,33,08,26,29,04,02,08,33
2017007,2017-01-15,02,04,05,24,26,33,15,26,33,02,04,24,05
2017008,2017-01-17,07,13,15,27,28,29,13,28,13,15,07,29,27
2017009,2017-01-19,02,06,08,09,15,29,14,02,08,29,09,15,06
2017010,2017-01-22,05,08,19,25,28,30,07,28,05,30,25,08,19
2017011,2017-01-24,10,11,12,23,26,29,16,26,10,29,23,12,11
2017012,2017-01-26,10,11,14,15,16,24,07,11,16,24,10,15,14
2017013,2017-02-05,08,11,28,29,31,33,06,28,31,33,08,11,29
2017014,2017-02-07,06,08,18,20,23,31,13,18,06,20,31,23,08
2017015,2017-02-09,01,08,09,14,17,32,01,08,01,32,09,17,14
2017016,2017-02-12,05,08,16,22,27,29,02,08,29,27,05,16,22
2017017,2017-02-14,03,07,08,10,22,23,12,10,03,08,07,22,23
2017018,2017-02-16,01,02,03,17,25,31,09,01,31,25,02,17,03
2017019,2017-02-19,04,06,08,12,23,25,08,25,04,12,06,23,08
2017020,2017-02-21,04,08,10,12,31,33,10,31,12,04,08,33,10
2017021,2017-02-23,02,05,10,22,32,33,09,05,10,33,02,22,32
2017022,2017-02-26,02,06,15,16,18,32,15,16,18,06,15,02,32
2017023,2017-02-28,01,03,04,11,18,22,14,03,04,22,18,01,11
2017024,2017-03-02,09,21,25,26,29,31,13,25,21,09,29,31,26
2017025,2017-03-05,02,15,16,17,22,32,07,15,02,22,17,16,32
2017026,2017-03-07,03,10,12,19,27,30,08,30,19,10,03,12,27
2017027,2017-03-09,02,04,11,14,27,30,05,11,30,27,02,14,04
2017028,2017-03-12,07,08,12,13,22,30,09,07,08,12,30,13,22
2017029,2017-03-14,02,15,21,23,25,30,10,25,23,30,02,15,21
2017030,2017-03-16,01,07,09,20,23,30,02,09,23,30,07,01,20
2017031,2017-03-19,06,10,16,26,27,29,03,26,10,06,27,29,16
2017032,2017-03-21,05,08,15,24,27,31,11,24,27,31,15,05,08
2017033,2017-03-23,05,07,15,20,23,30,15,30,23,05,07,15,20
2017034,2017-03-26,04,07,08,19,32,33,13,19,32,04,08,33,07
2017035,2017-03-28,01,06,14,24,28,32,12,28,01,32,06,24,14
2017036,2017-03-30,01,02,05,10,24,27,15,10,24,02,27,01,05
2017037,2017-04-02,11,15,20,22,25,30,05,25,11,30,20,22,15
2017038,2017-04-04,01,04,08,13,24,27,05,01,04,13,08,24,27
2017039,2017-04-06,02,04,12,14,17,24,15,02,12,04,17,24,14
2017040,2017-04-09,15,19,23,28,29,33,04,33,28,19,23,29,15
2017041,2017-04-11,04,10,13,15,22,27,04,13,27,22,04,15,10
2017042,2017-04-13,01,02,04,07,10,23,04,23,02,07,04,10,01
2017043,2017-04-16,08,13,16,23,27,31,08,08,13,23,16,27,31
2017044,2017-04-18,08,16,19,21,31,32,06,08,31,16,19,32,21
2017045,2017-04-20,05,07,16,20,21,25,05,16,25,07,21,05,20
2017046,2017-04-23,04,13,14,23,26,32,10,04,13,26,32,23,14
2017047,2017-04-25,02,05,08,10,32,33,02,33,10,08,32,05,02
2017048,2017-04-27,05,08,09,14,15,19,07,09,14,15,19,05,08
2017049,2017-04-30,01,08,14,15,20,29,10,14,08,15,29,01,20
2017050,2017-05-02,10,12,20,24,27,29,07,27,12,20,29,10,24
2017051,2017-05-04,02,05,09,15,24,25,11,09,15,24,02,05,25
2017052,2017-05-07,07,08,18,24,29,31,07,31,08,18,24,07,29
2017053,2017-05-09,04,09,11,15,29,31,06,15,04,09,31,29,11
2017054,2017-05-11,02,03,09,23,28,33,08,09,02,33,28,23,03
2017055,2017-05-14,07,12,13,20,24,31,05,12,24,13,20,31,07
2017056,2017-05-16,13,14,18,19,21,28,06,13,21,14,18,19,28
2017057,2017-05-18,18,20,22,23,30,31,16,18,31,30,20,22,23
2017058,2017-05-21,01,09,13,22,28,32,11,01,09,28,22,32,13
2017059,2017-05-23,04,08,09,15,19,25,09,15,25,09,19,08,04
2017060,2017-05-25,05,10,13,24,26,31,04,26,10,13,24,05,31
2017061,2017-05-28,06,07,12,20,26,27,11,06,20,12,26,07,27
2017062,2017-05-30,01,07,22,24,26,31,10,26,31,22,24,07,01
2017063,2017-06-01,12,16,20,22,25,31,04,12,25,22,31,20,16
2017064,2017-06-04,02,10,16,22,24,28,15,16,10,24,02,28,22
2017065,2017-06-06,02,05,08,10,12,21,07,02,08,10,12,05,21
2017066,2017-06-08,01,04,06,17,19,26,03,26,01,04,17,06,19
2017067,2017-06-11,01,03,04,10,18,29,04,01,29,03,10,04,18
2017068,2017-06-13,02,06,10,22,30,31,15,02,30,22,10,31,06
2017069,2017-06-15,02,11,12,23,29,31,05,11,31,02,29,23,12
2017070,2017-06-18,01,06,14,22,25,26,12,25,01,22,06,14,26
2017071,2017-06-20,02,03,06,14,31,32,03,02,31,03,32,06,14
2017072,2017-06-22,06,11,14,23,26,30,02,23,11,26,30,06,14
2017073,2017-06-25,03,06,16,23,26,30,14,06,16,03,23,26,30
2017074,2017-06-27,02,06,16,23,30,31,02,06,23,16,31,30,02
2017075,2017-06-29,01,03,06,19,21,29,07,19,01,06,03,29,21
2017076,2017-07-02,01,04,08,09,14,15,13,04,01,08,15,14,09
2017077,2017-07-04,01,02,04,15,17,22,14,22,17,02,01,04,15
2017078,2017-07-06,05,07,18,19,22,24,16,18,24,22,07,05,19
2017079,2017-07-09,03,07,14,23,25,27,08,03,27,23,14,07,25
2017080,2017-07-11,01,12,16,20,22,24,08,24,12,16,01,22,20
2017081,2017-07-13,03,05,14,25,26,30,05,03,14,05,30,26,25
2017082,2017-07-16,14,18,21,25,28,29,10,14,21,18,28,29,25
2017083,2017-07-18,03,08,14,20,24,26,12,08,14,24,20,03,26
2017084,2017-07-20,01,05,11,20,22,24,02,11,05,01,22,24,20
2017085,2017-07-23,01,05,06,16,25,30,09,01,25,30,06,05,16
2017086,2017-07-25,03,05,06,13,20,22,07,05,06,13,03,22,20
2017087,2017-07-27,03,06,13,14,19,28,06,28,03,19,14,13,06
2017088,2017-07-30,07,09,18,22,23,29,06,22,18,07,29,23,09
2017089,2017-08-01,11,12,13,16,23,25,12,16,11,12,13,23,25
2017090,2017-08-03,01,07,10,16,22,33,09,33,16,22,10,01,07
2017091,2017-08-06,05,07,10,23,28,29,03,07,10,28,05,23,29
2017092,2017-08-08,10,18,19,29,32,33,09,29,10,33,18,19,32
2017093,2017-08-10,07,08,09,15,22,27,12,22,07,27,09,15,08
2017094,2017-08-13,08,11,13,19,28,31,06,31,28,08,11,19,13
2017095,2017-08-15,09,10,12,19,22,29,16,22,09,19,12,29,10
2017096,2017-08-17,02,06,11,12,19,29,06,12,19,02,06,29,11
2017097,2017-08-20,05,10,18,19,30,31,03,18,10,30,31,19,05
2017098,2017-08-22,04,19,22,27,30,33,01,04,27,22,30,33,19
2017099,2017-08-24,02,05,06,16,28,29,04,06,05,16,28,29,02
2017100,2017-08-27,04,07,08,18,23,24,02,23,04,07,18,24,08
2017101,2017-08-29,01,04,11,28,31,32,16,11,28,01,32,04,31
2017102,2017-08-31,04,08,10,14,18,20,11,10,14,04,20,18,08
2017103,2017-09-03,01,21,23,25,31,33,01,25,31,33,01,21,23
2017104,2017-09-05,01,14,15,20,23,30,14,01,14,23,30,20,15
2017105,2017-09-07,03,06,07,12,25,26,07,03,12,06,25,07,26
2017106,2017-09-10,12,15,20,25,27,31,02,31,20,25,12,15,27
2017107,2017-09-12,08,09,15,17,30,32,06,32,30,08,09,15,17
2017108,2017-09-14,07,12,14,15,17,20,01,17,14,15,20,07,12
2017109,2017-09-17,08,14,16,18,21,23,16,21,16,08,14,18,23
2017110,2017-09-19,01,03,12,15,19,23,14,12,19,15,23,01,03
2017111,2017-09-21,05,10,17,19,29,32,12,19,10,05,32,17,29
2017112,2017-09-24,03,10,14,16,22,23,11,23,16,22,10,03,14
2017113,2017-09-26,04,06,16,27,29,33,05,29,06,04,33,16,27
2017114,2017-09-28,06,12,13,15,18,26,13,06,12,15,13,18,26
2017115,2017-10-01,04,10,11,25,30,31,01,11,04,31,25,10,30
2017116,2017-10-03,02,14,20,22,30,32,02,14,30,22,32,02,20
2017117,2017-10-05,01,02,08,11,14,21,09,11,08,02,01,14,21
2017118,2017-10-08,08,09,15,22,30,33,16,22,33,09,30,15,08
2017119,2017-10-10,09,16,21,25,26,31,14,31,09,25,26,21,16
2017120,2017-10-12,08,10,15,19,23,28,16,10,19,08,23,28,15
2017121,2017-10-15,11,18,19,22,24,32,07,32,19,22,18,24,11
2017122,2017-10-17,11,20,21,22,24,27,15,22,21,27,24,20,11
2017123,2017-10-19,04,05,06,11,21,31,10,06,31,04,21,11,05
2017124,2017-10-22,02,06,11,26,28,29,03,28,26,02,06,29,11
2017125,2017-10-24,01,14,23,25,29,30,03,25,23,14,01,29,30
2017126,2017-10-26,01,16,17,21,27,30,16,21,01,27,30,16,17
2017127,2017-10-29,14,15,21,24,27,32,12,21,24,14,27,32,15
2017128,2017-10-31,02,06,13,22,29,31,08,22,29,02,31,13,06
2017129,2017-11-02,05,06,09,14,21,33,02,14,33,09,21,06,05
2017130,2017-11-05,05,13,14,23,25,31,02,31,13,05,23,25,14
2017131,2017-11-07,01,07,10,11,26,27,11,07,27,10,01,11,26
2017132,2017-11-09,02,03,05,09,13,28,11,09,13,05,02,03,28
2017133,2017-11-12,06,15,17,18,23,30,11,30,23,18,15,17,06
2017134,2017-11-14,04,05,11,14,28,32,04,28,05,04,11,14,32
2017135,2017-11-16,01,06,07,14,18,26,16,07,14,18,06,01,26
2017136,2017-11-19,03,07,10,18,21,24,12,03,10,18,07,24,21
2017137,2017-11-21,05,10,20,23,26,31,03,26,10,23,31,05,20
2017138,2017-11-23,01,17,24,28,32,33,02,28,01,24,17,32,33
2017139,2017-11-26,02,14,20,24,28,32,16,28,14,24,02,20,32
2017140,2017-11-28,21,22,25,28,29,30,08,28,21,22,25,29,30
2017141,2017-11-30,01,06,07,11,13,15,05,07,06,11,13,01,15
2017142,2017-12-03,08,13,14,18,23,33,06,23,13,14,18,08,33
2017143,2017-12-05,04,06,09,14,20,29,14,14,06,29,20,04,09
2017144,2017-12-07,03,14,16,20,31,32,09,16,14,32,03,20,31
2017145,2017-12-10,02,06,12,17,25,28,12,17,12,28,06,25,02
2017146,2017-12-12,01,19,25,26,27,33,10,01,25,27,26,33,19
2017147,2017-12-14,03,07,20,21,25,31,14,25,31,07,20,03,21
2017148,2017-12-17,04,07,11,14,29,32,12,07,32,11,14,04,29
2017149,2017-12-19,05,08,15,20,27,30,13,30,20,05,08,27,15
2017150,2017-12-21,06,14,19,20,21,23,08,20,23,19,14,21,06
2017151,2017-12-24,02,05,07,09,11,27,16,09,07,27,02,11,05
2017152,2017-12-26,06,10,23,25,26,29,05,29,26,23,10,06,25
2017153,2017-12-28,07,11,12,13,18,19,16,13,11,07,18,19,12
2017154,2017-12-31,05,09,13,15,18,26,05,15,05,18,13,26,09
2018001,2018-01-02,01,08,11,26,28,31,04,28,11,26,01,31,08
2018002,2018-01-04,07,18,24,29,31,33,16,07,33,18,24,31,29
2018003,2018-01-07,01,14,16,17,20,31,04,16,31,20,01,14,17
2018004,2018-01-09,14,18,19,26,30,31,11,31,18,30,26,14,19
2018005,2018-01-11,02,20,21,28,31,33,06,31,20,21,02,33,28
2018006,2018-01-14,02,07,08,09,17,29,11,09,29,17,07,08,02
2018007,2018-01-16,13,14,20,25,27,31,12,31,20,13,25,27,14
2018008,2018-01-18,05,09,10,12,17,19,13,05,09,17,12,10,19
2018009,2018-01-21,05,10,17,23,26,32,07,10,17,26,23,05,32
2018010,2018-01-23,01,08,17,20,21,22,03,21,22,08,17,01,20
2018011,2018-01-25,03,10,21,23,27,33,11,27,10,03,21,23,33
2018012,2018-01-28,11,12,13,19,26,28,12,12,19,26,11,28,13
2018013,2018-01-30,06,08,13,15,22,33,06,08,13,33,15,22,06
2018014,2018-02-01,09,12,20,24,28,31,07,09,20,31,28,12,24
2018015,2018-02-04,11,15,20,21,26,33,15,11,26,21,15,20,33
2018016,2018-02-06,01,11,12,18,25,27,16,27,11,25,12,18,01
2018017,2018-02-08,03,06,11,26,30,32,12,06,30,03,11,26,32
2018018,2018-02-11,02,12,13,18,25,27,07,27,02,25,13,18,12
2018019,2018-02-13,03,11,12,16,21,23,09,21,16,23,11,03,12
2018020,2018-02-22,06,09,10,14,28,30,05,10,30,14,06,09,28
2018021,2018-02-25,03,04,06,11,23,28,14,04,11,28,06,23,03
2018022,2018-02-27,07,14,19,21,22,23,03,14,22,19,21,07,23
2018023,2018-03-01,12,15,16,21,26,29,16,16,29,26,12,15,21
2018024,2018-03-04,11,19,22,26,31,32,02,32,11,26,19,31,22
2018025,2018-03-06,04,13,16,19,21,25,14,25,13,04,21,16,19
2018026,2018-03-08,04,07,12,14,26,32,04,04,07,26,12,14,32
2018027,2018-03-11,02,07,09,14,18,28,05,28,07,14,09,18,02
2018028,2018-03-13,03,08,11,14,18,23,16,08,03,18,11,14,23
2018029,2018-03-15,01,02,09,14,22,25,05,02,22,09,14,25,01
2018030,2018-03-18,13,14,20,21,25,33,07,13,14,20,33,25,21
2018031,2018-03-20,02,16,18,19,27,30,14,19,16,30,27,18,02
2018032,2018-03-22,21,22,23,24,25,32,06,25,22,23,21,32,24
2018033,2018-03-25,04,19,20,22,28,33,06,33,20,04,19,28,22
2018034,2018-03-27,01,05,11,22,23,26,15,23,05,22,11,26,01
2018035,2018-03-29,07,10,11,17,23,28,15,10,07,23,17,11,28
2018036,2018-04-01,08,17,24,26,28,33,04,24,28,08,26,33,17
2018037,2018-04-03,01,06,07,08,27,30,10,30,08,01,07,06,27
2018038,2018-04-05,15,23,24,25,28,29,09,23,24,29,15,28,25
2018039,2018-04-08,08,12,18,19,23,32,03,32,12,19,08,18,23
2018040,2018-04-10,01,03,08,13,18,23,16,18,03,08,23,01,13
2018041,2018-04-12,07,08,20,23,24,32,13,23,08,07,24,20,32
2018042,2018-04-15,06,10,21,28,29,31,12,31,21,28,06,29,10
2018043,2018-04-17,01,04,06,08,21,24,07,21,04,06,08,01,24
2018044,2018-04-19,05,09,12,17,27,30,06,09,30,27,17,12,05
2018045,2018-04-22,03,04,06,25,26,30,01,04,30,06,25,03,26
